AQSID,STATE_NAME,COUNTY_NAME,PARAMETER_NAME,DATETIME_LOCAL,LATITUDE,LONGITUDE,UNITS_OF_MEASURE,AQI,CITY_NAME
AQ000188,District Of Columbia,District of Columbia,Ozone,2022/05/29 04:00:00+00,38.895572,-76.958072,Parts per million,44,Washington
AQ000189,District Of Columbia,District of Columbia,Ozone,2022/05/30 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000190,District Of Columbia,District of Columbia,Ozone,2022/05/31 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000191,District Of Columbia,District of Columbia,Ozone,2022/06/01 04:00:00+00,38.895572,-76.958072,Parts per million,42,Washington
AQ000192,District Of Columbia,District of Columbia,Ozone,2022/06/02 04:00:00+00,38.895572,-76.958072,Parts per million,43,Washington
AQ000193,District Of Columbia,District of Columbia,Ozone,2022/06/03 04:00:00+00,38.895572,-76.958072,Parts per million,41,Washington
AQ000194,District Of Columbia,District of Columbia,Ozone,2022/06/04 04:00:00+00,38.895572,-76.958072,Parts per million,64,Washington
AQ000195,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/27 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000196,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/28 04:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000197,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/29 04:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000198,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/06/30 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000199,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/01 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000200,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/02 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000201,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/03 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000202,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/04 04:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000203,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/05 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000204,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/12 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000205,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/13 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000206,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/14 04:00:00+00,38.895572,-76.958072,Parts per billion,26,Washington
AQ000207,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/15 04:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000208,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/16 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000209,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/17 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000210,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/18 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000211,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/19 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000212,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/20 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000213,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/21 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000214,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/22 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000215,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/23 04:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000216,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/24 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000217,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/25 04:00:00+00,38.895572,-76.958072,Parts per billion,6,Washington
AQ000218,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/26 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000219,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/27 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000220,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/28 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000221,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/29 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000222,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/30 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000223,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/07/31 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000224,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/01 04:00:00+00,38.895572,-76.958072,Parts per billion,9,Washington
AQ000225,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/02 04:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000226,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/03 04:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000227,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/04 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000228,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/05 04:00:00+00,38.895572,-76.958072,Parts per billion,14,Washington
AQ000229,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/06 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000230,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/07 04:00:00+00,38.895572,-76.958072,Parts per billion,6,Washington
AQ000231,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/08 04:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000232,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/09 04:00:00+00,38.895572,-76.958072,Parts per billion,10,Washington
AQ000233,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/10 04:00:00+00,38.895572,-76.958072,Parts per billion,11,Washington
AQ000234,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/11 04:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000235,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/08/12 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000236,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/01 04:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000237,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/02 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000238,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/03 04:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000239,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/04 04:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000240,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/05 04:00:00+00,38.895572,-76.958072,Parts per billion,7,Washington
AQ000241,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/06 04:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000242,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/07 05:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000243,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/08 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000244,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/09 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000245,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/10 05:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000246,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/11 05:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000247,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/12 05:00:00+00,38.895572,-76.958072,Parts per billion,16,Washington
AQ000248,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/13 05:00:00+00,38.895572,-76.958072,Parts per billion,6,Washington
AQ000249,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/14 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000250,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/15 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000251,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/16 05:00:00+00,38.895572,-76.958072,Parts per billion,19,Washington
AQ000252,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/17 05:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000253,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/18 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000254,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/19 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000255,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/20 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000256,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/21 05:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000257,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/22 05:00:00+00,38.895572,-76.958072,Parts per billion,34,Washington
AQ000258,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/23 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000259,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/24 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000260,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/25 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000261,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/26 05:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000262,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/27 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000263,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/28 05:00:00+00,38.895572,-76.958072,Parts per billion,15,Washington
AQ000264,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/29 05:00:00+00,38.895572,-76.958072,Parts per billion,38,Washington
AQ000265,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/11/30 05:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000266,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/01 05:00:00+00,38.895572,-76.958072,Parts per billion,17,Washington
AQ000267,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/02 05:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000268,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/03 05:00:00+00,38.895572,-76.958072,Parts per billion,12,Washington
AQ000269,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/04 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000270,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/05 05:00:00+00,38.895572,-76.958072,Parts per billion,32,Washington
AQ000271,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/06 05:00:00+00,38.895572,-76.958072,Parts per billion,29,Washington
AQ000272,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/07 05:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000273,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/08 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000274,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/09 05:00:00+00,38.895572,-76.958072,Parts per billion,25,Washington
AQ000275,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/10 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000276,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/11 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000277,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/12 05:00:00+00,38.895572,-76.958072,Parts per billion,18,Washington
AQ000278,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/13 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000279,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/14 05:00:00+00,38.895572,-76.958072,Parts per billion,33,Washington
AQ000280,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/15 05:00:00+00,38.895572,-76.958072,Parts per billion,23,Washington
AQ000281,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/16 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000282,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/17 05:00:00+00,38.895572,-76.958072,Parts per billion,21,Washington
AQ000283,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/18 05:00:00+00,38.895572,-76.958072,Parts per billion,20,Washington
AQ000284,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/19 05:00:00+00,38.895572,-76.958072,Parts per billion,13,Washington
AQ000285,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/20 05:00:00+00,38.895572,-76.958072,Parts per billion,22,Washington
AQ000286,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/21 05:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000287,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/22 05:00:00+00,38.895572,-76.958072,Parts per billion,30,Washington
AQ000288,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/23 05:00:00+00,38.895572,-76.958072,Parts per billion,8,Washington
AQ000289,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/27 05:00:00+00,38.895572,-76.958072,Parts per billion,27,Washington
AQ000290,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/28 05:00:00+00,38.895572,-76.958072,Parts per billion,31,Washington
AQ000291,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/29 05:00:00+00,38.895572,-76.958072,Parts per billion,36,Washington
AQ000292,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/30 05:00:00+00,38.895572,-76.958072,Parts per billion,40,Washington
AQ000293,District Of Columbia,District of Columbia,Nitrogen dioxide (NO2),2022/12/31 05:00:00+00,38.895572,-76.958072,Parts per billion,24,Washington
AQ000294,District Of Columbia,District of Columbia,Ozone,2022/01/01 05:00:00+00,38.895572,-76.958072,Parts per million,3,Washington
AQ000295,District Of Columbia,District of Columbia,Ozone,2022/01/02 05:00:00+00,38.895572,-76.958072,Parts per million,7,Washington
AQ000296,District Of Columbia,District of Columbia,Ozone,2022/01/03 05:00:00+00,38.895572,-76.958072,Parts per million,6,Washington
AQ000297,District Of Columbia,District of Columbia,Ozone,2022/01/04 05:00:00+00,38.895572,-76.958072,Parts per million,8,Washington
AQ000298,District Of Columbia,District of Columbia,Ozone,2022/01/05 05:00:00+00,38.895572,-76.958072,Parts per million,7,Washington
AQ000299,District Of Columbia,District of Columbia,Ozone,2022/01/06 05:00:00+00,38.895572,-76.958072,Parts per million,8,Washington
AQ000300,District Of Columbia,District of Columbia,Ozone,2022/01/07 05:00:00+00,38.895572,-76.958072,Parts per million,11,Washington
AQ000301,District Of Columbia,District of Columbia,Ozone,2022/01/08 05:00:00+00,38.895572,-76.958072,Parts per million,11,Washington
AQ000302,District Of Columbia,District of Columbia,Ozone,2022/01/09 05:00:00+00,38.895572,-76.958072,Parts per million,12,Washington
AQ000303,District Of Columbia,District of Columbia,Ozone,2022/01/10 05:00:00+00,38.895572,-76.958072,Parts per million,16,Washington
AQ000304,District Of Columbia,District of Columbia,Ozone,2022/01/11 05:00:00+00,38.895572,-76.958072,Parts per million,13,Washington
